student_key,student_id,student_name,date_of_birth,grade,contact_number
447,S00447,michael morris,2009-08-06,Grade 5,+19742108663
448,S00448,rachel knight,2013-09-10,Grade 4,+18859513011
449,S00449,douglas robbins,2006-10-01,Grade 5,+13434041021
450,S00450,jared turner,2016-05-08,Grade 1,+16959958462
451,S00451,kathryn jackson,2016-09-19,Grade 5,+15072827190
452,S00452,andrew juarez,2017-04-06,Grade 3,+12695000786
453,S00453,mackenzie barron,2012-08-09,Grade 5,+19453859194
454,S00454,brian green,2010-12-06,Grade 3,+16317704059
455,S00455,sarah peters,2013-06-05,Grade 2,+17859901482
456,S00456,rhonda juarez,2015-12-13,Grade 3,+13559487247
457,S00457,jesus lawrence,2011-05-06,Grade 1,+19896404995
458,S00458,amber gray,2011-03-10,Grade 5,+19267254098
459,S00459,maria miranda,2018-09-06,Grade 4,+13158524257
460,S00460,heather park,2017-09-06,Grade 4,n/a
461,S00461,jose young,2016-02-22,Grade 5,+14357010998
462,S00462,samantha potter,2009-05-30,Grade 3,+18637910698
463,S00463,scott hamilton,2013-01-11,Grade 2,+16938729292
464,S00464,ronald thompson,2018-09-17,Grade 1,+13272055939
465,S00465,henry long,2015-08-02,Grade 5,+19253887543
466,S00466,ashley parsons,2013-04-12,Grade 2,+17319543326
467,S00467,zoe wright,2016-01-23,Grade 3,+17708540560
468,S00468,christopher dixon,2010-06-04,Grade 1,+18223216819
469,S00469,lucas anderson,2013-09-12,Grade 5,+15623253331
470,S00470,michael gomez,2013-04-28,Grade 5,+13414937497
471,S00471,robin collier,2018-09-10,Grade 3,n/a
472,S00472,mrs. anita escobar,2014-09-06,Grade 3,+19046305348
473,S00473,trevor black,2009-08-14,Grade 1,+18859165566
474,S00474,riley lopez,2010-12-16,Grade 2,+13898014168
475,S00475,amy perry,2007-10-26,Grade 2,+19168939933
476,S00476,jacob ramirez,2007-08-23,Grade 5,+13536819160
477,S00477,cindy snyder,2012-03-27,Grade 2,+19169020703
478,S00478,jeremy davis,2012-07-05,Grade 1,+12749464584
479,S00479,nicole morgan,2015-12-14,Grade 4,+15764924634
480,S00480,robert cook,2017-09-26,Grade 3,+13327258683
481,S00481,terri austin,2009-11-23,Grade 2,+17939321526
482,S00482,cesar wallace,2013-01-19,Grade 5,n/a
483,S00483,kendra noble,2011-05-24,Grade 5,+17079018204
484,S00484,nicholas turner,2007-02-23,Grade 3,+18524727127
485,S00485,lisa villarreal,2016-09-08,Grade 3,+12984466469
486,S00486,richard carter,2007-04-02,Grade 5,+15762250960
487,S00487,morgan fisher,2010-09-20,Grade 5,+14769321125
488,S00488,joshua cole,2007-08-09,Grade 1,+14804223843
489,S00489,charles lopez,2017-05-16,Grade 5,+15004938413
490,S00490,matthew fleming,2015-03-18,Grade 1,+18894826193
491,S00491,kim roberts,2010-08-01,Grade 3,+12697659430
492,S00492,lawrence jones,2010-06-14,Grade 3,+12278342819
493,S00493,theodore leach,2018-02-28,Grade 1,+15084909533
494,S00494,hector macias,2011-06-21,Grade 5,+14977736528
495,S00495,felicia lambert,2006-07-17,Grade 3,+19822723000
496,S00496,victoria lopez,2014-10-09,Grade 2,+16802735320
497,S00497,patricia graham,2015-10-29,Grade 3,+12205881776
498,S00498,briana jennings,2010-08-15,Grade 5,+18782599601
499,S00499,james lopez,2014-06-10,Grade 3,+17142401893
500,S00500,christopher foster,2014-06-15,Grade 1,+16238285362
501,S00501,charles jones,2014-03-30,Grade 2,+16395942202
502,S00502,patricia peterson,2012-09-01,Grade 5,+17073549495
503,S00503,larry palmer,2011-05-15,Grade 1,+18946390523
504,S00504,kristen bridges,2007-08-20,Grade 3,+12578019223
505,S00505,jessica holmes,2015-07-27,Grade 2,+13473013217
506,S00506,susan thomas,2013-04-13,Grade 5,+14423205529
507,S00507,mark dixon,2012-12-20,Grade 3,+17012362271
508,S00508,mrs. kaitlin west,2018-09-05,Grade 3,+13772713222
509,S00509,david johnson,2017-12-11,Grade 4,+14536828511
510,S00510,zachary ramirez,2010-10-09,Grade 1,n/a
511,S00511,william stanley,2014-11-24,Grade 4,+13448439097
512,S00512,andrea thompson,2010-01-27,Grade 1,+14514029268
513,S00513,ashley cunningham,2014-12-15,Grade 3,+18935388808
514,S00514,amanda stephenson,2014-12-28,Grade 1,+14173478040
515,S00515,david lawson,2018-07-24,Grade 1,+12514964264
516,S00516,marisa baker,2019-02-26,Grade 1,+16078664564
517,S00517,mrs. charlene chang,2013-12-06,Grade 1,+19599709814
518,S00518,danielle palmer,2009-11-26,Grade 4,n/a
519,S00519,bonnie wilson md,2012-12-03,Grade 3,+19686407770
520,S00520,paul bowers,2016-03-14,Grade 5,+17945107260
521,S00521,leonard price,2010-10-05,Grade 2,+19574460812
522,S00522,leslie jacobs,2013-10-07,Grade 1,+19103364908
523,S00523,david king,2017-04-14,Grade 1,+16394987455
524,S00524,george white,2017-10-24,Grade 3,+16889910976
525,S00525,mr. justin thornton,2008-02-03,Grade 5,n/a
526,S00526,anthony gutierrez,2006-12-11,Grade 5,+12317126008
527,S00527,raymond le,2006-12-09,Grade 4,+14418467610
528,S00528,samantha beard,2011-01-07,Grade 5,+19059525138
529,S00529,heather garcia,2012-12-12,Grade 4,+19425271116
530,S00530,parker floyd,2012-04-04,Grade 5,+17587712131
531,S00531,eric foster,2017-04-21,Grade 3,+15359366070
532,S00532,chris lam,2018-07-10,Grade 5,+15296573465
533,S00533,lee garza,2010-10-04,Grade 1,+17289078553
534,S00534,george aguirre,2009-07-06,Grade 5,+12514063526
535,S00535,jennifer porter,2011-05-13,Grade 5,+14584015787
536,S00536,benjamin johnson,2013-10-03,Grade 5,+17926805765
537,S00537,earl rojas,2016-08-02,Grade 2,+12394852413
538,S00538,cynthia garcia,2008-05-18,Grade 4,+17917354737
539,S00539,christopher barajas,2009-05-29,Grade 3,+12812717910
540,S00540,jessica gonzalez,2006-06-01,Grade 5,+19645081222
541,S00541,joe garner,2016-09-15,Grade 2,+13557215534
542,S00542,danielle young,2006-11-19,Grade 3,+14017948763
543,S00543,patrick jennings,2012-06-01,Grade 2,+18543136284
544,S00544,norma roth,2016-10-28,Grade 3,n/a
545,S00545,robert boyle,2012-10-27,Grade 4,+16687177962
546,S00546,amanda murray,2011-10-30,Grade 2,+18963041022
547,S00547,mary gibbs,2013-03-04,Grade 1,+19312674841
548,S00548,joseph nunez,2016-10-13,Grade 5,+15284007977
549,S00549,javier gallagher,2006-08-08,Grade 5,+13287229948
550,S00550,arthur brown,2013-07-22,Grade 1,+19292578952
551,S00551,thomas padilla,2010-07-19,Grade 2,+18068130369
552,S00552,erika wall,2010-08-11,Grade 2,+13494771557
553,S00553,christopher fletcher,2011-02-07,Grade 2,+19593317651
554,S00554,kelsey miller,2011-09-21,Grade 3,+14044264899
555,S00555,cameron turner,2012-09-03,Grade 2,+17228455420
556,S00556,joseph clay,2012-04-29,Grade 3,+18932546111
557,S00557,elizabeth stafford,2014-10-23,Grade 5,+16547974661
558,S00558,michael hodges,2009-03-25,Grade 5,+17157714429
559,S00559,david rose,2007-07-09,Grade 4,+16805486788
560,S00560,gregory payne,2013-11-22,Grade 4,+19373013013
561,S00561,gina smith,2006-12-05,Grade 1,+12146574991
562,S00562,johnny moore,2013-04-24,Grade 4,+13405982999
563,S00563,jody taylor,2007-04-28,Grade 4,+15557310473
564,S00564,jennifer garcia,2010-03-01,Grade 2,+16457623396
565,S00565,steven mcguire,2008-03-07,Grade 1,+14386716000
566,S00566,danielle grant,2012-09-14,Grade 4,+14547739867
567,S00567,curtis rowe,2007-08-31,Grade 3,+17763335352
568,S00568,jennifer wilson,2015-04-07,Grade 5,+18948490606
569,S00569,gloria pineda,2015-09-07,Grade 5,+14699827889
570,S00570,jennifer hernandez,2014-04-13,Grade 3,+17903006682
571,S00571,christine leach,2007-05-22,Grade 3,+19426195430
572,S00572,stacey villegas,2014-07-12,Grade 5,+12167456288
573,S00573,shelly mcdowell,2009-12-29,Grade 1,+14538069532
574,S00574,sara rosales,2009-03-27,Grade 4,+17477501625
575,S00575,dennis montoya,2009-03-08,Grade 5,+12808815227
576,S00576,john sandoval,2017-01-28,Grade 2,n/a
577,S00577,jerry mclaughlin,2006-06-28,Grade 4,+18162904316
578,S00578,jennifer barnes,2010-02-07,Grade 1,+13866910731
579,S00579,jorge lopez,2016-05-31,Grade 3,+15757824221
580,S00580,robert garcia,2011-03-03,Grade 3,+17772178968
581,S00581,zachary randolph,2018-06-30,Grade 1,+12643319786
582,S00582,chad conley,2018-09-30,Grade 1,+13029635254
583,S00583,ashley joseph md,2014-10-18,Grade 5,+15787020493
584,S00584,john hunt,2012-11-22,Grade 1,n/a
585,S00585,alexis marks,2013-09-05,Grade 4,+13373788708
586,S00586,kelly williams,2010-12-11,Grade 2,+17735556015
587,S00587,melvin morales,2015-09-17,Grade 3,+18889385105
588,S00588,beth jackson,2012-01-27,Grade 1,+16155902372
589,S00589,jennifer park,2010-06-13,Grade 1,+18423674749
590,S00590,michael craig,2010-05-28,Grade 4,+19522749903
591,S00591,neil webb,2017-09-17,Grade 1,+19902187443
592,S00592,evelyn stanley,2008-10-11,Grade 3,+13889697535
593,S00593,austin hoffman,2018-09-01,Grade 1,+19702300220
594,S00594,jeffrey johnson,2016-06-12,Grade 1,+19866477079
595,S00595,anna porter,2011-07-03,Grade 5,+16638351444
596,S00596,robert evans,2011-08-28,Grade 4,n/a
597,S00597,robert townsend,2009-11-28,Grade 5,+16036902185
598,S00598,mr. barry gonzalez,2016-05-05,Grade 1,+17876909588
599,S00599,corey grant,2009-07-07,Grade 5,+18022214513
600,S00600,brittany foster,2019-01-18,Grade 5,+15657815124
601,S00601,kara reed,2014-01-25,Grade 3,+15494970816
602,S00602,michelle walker,2010-07-09,Grade 2,+19189787141
603,S00603,christopher lamb,2015-05-06,Grade 3,+13528442100
604,S00604,timothy johnson,2016-09-01,Grade 2,+13188958832
605,S00605,kenneth gaines,2011-01-16,Grade 5,+14157537788
606,S00606,theresa webb,2007-07-20,Grade 2,+14179344641
607,S00607,wendy anderson,2010-06-01,Grade 5,+16365632496
608,S00608,kayla gutierrez,2016-05-03,Grade 4,+17283888184
609,S00609,tony gomez,2014-07-16,Grade 1,+14382341001
610,S00610,rachel short,2018-01-07,Grade 3,+13306941151
611,S00611,jill holland,2016-01-10,Grade 4,+19755847047
612,S00612,tamara rowe,2007-03-01,Grade 3,+19166676385
613,S00613,jesse rollins,2012-08-09,Grade 1,+12963041684
614,S00614,elaine cardenas,2010-10-24,Grade 2,+13154779780
615,S00615,mark castillo,2008-06-25,Grade 2,+16073070098
616,S00616,stephen nichols,2012-05-20,Grade 2,n/a
617,S00617,tyler conner,2010-12-30,Grade 1,+17544681225
618,S00618,maria hunt,2016-03-04,Grade 4,+16889459437
619,S00619,joshua le,2016-08-29,Grade 5,+12138920288
620,S00620,shawn smith,2007-08-22,Grade 1,+19478980913
621,S00621,tanya lee,2018-08-08,Grade 5,+15652204995
622,S00622,kelly esparza,2008-05-23,Grade 1,+17388792340
623,S00623,willie wolf,2006-09-21,Grade 3,+15404775949
624,S00624,daniel goodman,2017-11-30,Grade 4,+17852359096
625,S00625,michael alvarado,2011-05-01,Grade 2,+15578601850
626,S00626,johnny white,2016-02-06,Grade 1,+16263337202
627,S00627,laurie rivera,2015-11-16,Grade 4,+19009460080
628,S00628,destiny may,2006-07-06,Grade 1,+18875439995
629,S00629,wesley johnson,2014-09-02,Grade 2,+16589617456
630,S00630,thomas morgan,2015-04-03,Grade 3,+18167914581
631,S00631,sarah acosta,2015-05-27,Grade 1,+16152248254
632,S00632,luis castro,2016-11-22,Grade 4,+19123667645
633,S00633,dr. julie henderson,2011-03-20,Grade 4,+16167445950
634,S00634,nicole shaw,2008-10-01,Grade 1,+17218646490
635,S00635,tracy gonzalez,2012-01-11,Grade 1,+19337381704
636,S00636,sarah howell,2014-05-02,Grade 1,+14093250694
637,S00637,jonathan sanders,2012-08-21,Grade 4,+12437326771
638,S00638,daniel johnson,2013-03-14,Grade 1,+16069475669
639,S00639,megan andrade,2016-10-10,Grade 1,+16175430001
640,S00640,terry terry,2012-11-22,Grade 2,+15202055755
641,S00641,kathleen young,2009-04-29,Grade 1,+12682213504
642,S00642,cynthia combs,2015-09-05,Grade 5,+13323406912
643,S00643,kimberly miller,2008-01-23,Grade 4,+12237910264
644,S00644,james hogan,2013-07-02,Grade 2,+15249456363
645,S00645,jessica salas,2018-07-21,Grade 2,+16097892405
646,S00646,mark delacruz,2012-02-18,Grade 5,+17225613453
647,S00647,laura holt,2018-09-06,Grade 5,+14207026336
648,S00648,jamie sanchez,2015-04-06,Grade 1,+12549438040
649,S00649,ryan owen,2006-06-13,Grade 2,+19163911924
650,S00650,peter cabrera,2016-05-14,Grade 2,+16556477747
651,S00651,sara bradford,2013-05-13,Grade 1,+13098320191
652,S00652,kenneth lopez,2010-01-08,Grade 1,+18494203130
653,S00653,beth chapman,2007-02-14,Grade 3,+16766792272
654,S00654,jackson nguyen,2015-09-13,Grade 5,+14289319436
655,S00655,annette alexander,2017-10-25,Grade 5,n/a
656,S00656,stephanie gilbert,2012-12-21,Grade 5,+16799640434
657,S00657,michelle brock,2008-10-23,Grade 4,+13777442032
658,S00658,carlos frank,2014-08-29,Grade 1,+19178914637
659,S00659,sherry hammond,2014-08-16,Grade 4,+19747954959
660,S00660,donna ford,2019-02-09,Grade 2,+19266850194
661,S00661,amanda baker,2016-02-09,Grade 3,+12865992706
662,S00662,stephanie odom,2018-11-21,Grade 2,+16238005847
663,S00663,johnathan coleman,2016-06-24,Grade 4,+13317451817
664,S00664,daniel bowen,2013-01-21,Grade 1,+14263941533
665,S00665,sarah black,2012-01-07,Grade 2,+14124821276
666,S00666,kristin allen,2013-02-28,Grade 4,+15523223060
667,S00667,andrew hernandez,2014-12-30,Grade 1,+12892240487
668,S00668,veronica norman,2009-03-27,Grade 1,+13647780926
669,S00669,wendy woods,2016-05-15,Grade 5,+18755162661
670,S00670,gabrielle ferguson,2015-11-03,Grade 4,+14247989151
671,S00671,robert riddle,2011-10-31,Grade 4,+18896378162
672,S00672,edward walls,2011-11-04,Grade 4,+19085476873
673,S00673,tami moody,2015-09-21,Grade 5,+15282870820
674,S00674,andrew barry,2011-10-28,Grade 4,+12382966705
675,S00675,diane lara,2006-04-04,Grade 2,+17973436073
676,S00676,cathy kent,2007-10-18,Grade 1,+19466321112
677,S00677,samuel stewart,2007-11-30,Grade 1,+14528611751
678,S00678,andrew white,2011-07-14,Grade 1,+18916984626
679,S00679,kevin wilson,2015-07-13,Grade 1,+15806931621
680,S00680,jeffrey drake,2007-06-15,Grade 5,+16299503361
681,S00681,timothy griffin,2006-07-31,Grade 3,+14947217378
682,S00682,nicole hunt,2010-01-06,Grade 5,+12868241936
683,S00683,lindsey blake,2018-07-22,Grade 1,n/a
684,S00684,rebecca ferguson,2017-03-31,Grade 5,+18647515610
685,S00685,adrian smith,2011-07-18,Grade 3,+15264724502
686,S00686,thomas jones,2016-01-23,Grade 3,+18327003217
687,S00687,amy baker dvm,2007-06-09,Grade 1,+16906399446
688,S00688,morgan greer,2010-09-07,Grade 2,+16613929299
689,S00689,melissa osborn,2015-11-23,Grade 3,+14103681922
690,S00690,mike arnold,2018-06-24,Grade 1,+17683103158
691,S00691,james clark dvm,2014-10-23,Grade 2,+12342809321
692,S00692,suzanne jennings,2014-03-31,Grade 2,n/a
693,S00693,victoria cruz,2007-02-04,Grade 1,+16566242370
694,S00694,laura allen,2011-06-04,Grade 1,+14476472159
695,S00695,brian phillips,2010-05-17,Grade 5,+15763144476
696,S00696,troy smith md,2012-04-26,Grade 3,+19696207146
697,S00697,lorraine jones,2013-03-03,Grade 3,+18232034058
698,S00698,katherine vang,2013-07-12,Grade 1,+17476445782
699,S00699,michael wilson,2016-03-11,Grade 2,+17803278188
700,S00700,barbara harper,2017-02-16,Grade 1,+16516330190
701,S00701,joseph jones,2012-03-02,Grade 1,+17107143304
702,S00702,ricky williams,2010-12-18,Grade 1,+19142492371
703,S00703,gabrielle alvarez,2018-12-27,Grade 2,+17739479940
704,S00704,cheyenne ortiz,2009-01-10,Grade 2,+16699368688
705,S00705,andrea cox,2014-10-27,Grade 2,+16197060052
706,S00706,jessica rodgers,2018-07-07,Grade 2,n/a
707,S00707,andrew miller,2008-10-20,Grade 1,+19706113416
708,S00708,kevin mathews,2009-10-15,Grade 1,+13833309365
709,S00709,sarah stone,2016-03-19,Grade 4,+13127698821
710,S00710,christopher carr,2007-10-24,Grade 3,+13087192214
711,S00711,roberto douglas,2011-11-14,Grade 2,+16782764727
712,S00712,cathy gomez,2009-10-30,Grade 3,+14627498419
713,S00713,cameron lee,2017-10-02,Grade 1,+18388958722
714,S00714,cindy spencer,2016-01-09,Grade 3,+13629881288
715,S00715,cassandra rich,2018-05-01,Grade 1,+12206784495
716,S00716,diana perkins,2016-03-11,Grade 3,+14764423377
717,S00717,julie duran,2013-05-17,Grade 5,+18402579511
718,S00718,mrs. stephanie mason,2010-11-08,Grade 3,+12407862568
719,S00719,danielle noble,2013-08-20,Grade 5,+17909132126
720,S00720,thomas figueroa,2011-04-27,Grade 1,+13166184369
721,S00721,john meyer,2016-06-08,Grade 3,+12787997299
722,S00722,andrew wall,2008-08-12,Grade 2,+12872886655
723,S00723,jerome garcia,2019-02-07,Grade 4,+14658748487
724,S00724,philip johns,2007-06-20,Grade 3,+19676245299
725,S00725,mrs. claudia wolfe dvm,2019-03-02,Grade 2,+18694512567
726,S00726,lindsey nunez,2010-01-20,Grade 1,+14137833116
727,S00727,caitlyn stewart dds,2009-08-25,Grade 1,+13808480610
728,S00728,amanda grimes,2013-05-06,Grade 3,+19667444930
729,S00729,madison mills,2018-03-29,Grade 2,+16943668067
730,S00730,shannon mcmillan,2017-12-10,Grade 3,+15514839672
731,S00731,brenda sanchez,2006-08-24,Grade 1,+12837196042
732,S00732,jessica gallagher,2016-11-06,Grade 5,+18389330389
733,S00733,andrea barton,2017-12-28,Grade 4,+13243262409
734,S00734,emily horn,2018-02-28,Grade 4,+16749408003
735,S00735,jaime roman,2016-08-26,Grade 3,+16406273186
736,S00736,noah brown,2019-02-19,Grade 5,+18808955541
737,S00737,robin richards,2017-05-12,Grade 2,+13974357669
738,S00738,charles lowe,2007-08-23,Grade 2,+14527674570
739,S00739,tina smith,2008-08-04,Grade 2,+19516724469
740,S00740,kimberly jackson,2013-05-16,Grade 4,+19113343891
741,S00741,leslie wilson,2015-11-08,Grade 2,+18238065638
742,S00742,carla chan,2012-09-07,Grade 4,+17667177299
743,S00743,angela underwood,2013-11-19,Grade 3,+15114614199
744,S00744,brandon hess,2013-04-09,Grade 5,+15355990104
745,S00745,michael rogers,2012-02-19,Grade 4,+15424105356
746,S00746,charles baker,2019-01-13,Grade 4,+12864362025
747,S00747,dominique mitchell,2018-01-01,Grade 2,+15205685334
748,S00748,matthew dunn,2019-02-27,Grade 2,+13182088732
749,S00749,james maldonado,2018-03-30,Grade 4,+19493255761
750,S00750,scott harper,2008-02-09,Grade 4,+13032455881
751,S00751,jonathan griffith,2016-08-08,Grade 2,+17667372791
752,S00752,amanda alvarez,2013-12-05,Grade 3,+18014937017
753,S00753,james parker,2014-10-28,Grade 4,+17312543655
754,S00754,julie sweeney,2008-09-22,Grade 2,+13462299241
755,S00755,elizabeth wyatt,2010-01-28,Grade 5,+16099917845
756,S00756,emily oliver,2012-06-17,Grade 2,+12466160298
757,S00757,heather maxwell,2016-11-09,Grade 3,+18108756516
758,S00758,tracy cummings,2013-08-15,Grade 2,+12543058835
759,S00759,michael anderson,2012-01-23,Grade 5,+17253319860
760,S00760,steven oliver,2018-01-24,Grade 2,+16262379482
761,S00761,robin guzman,2007-07-04,Grade 4,+15502349742
762,S00762,linda pearson,2007-11-26,Grade 3,+13285398518
763,S00763,joseph mercado,2015-03-19,Grade 2,+17534801766
764,S00764,william johnson,2012-04-23,Grade 3,+19064611852
765,S00765,megan hernandez,2008-03-19,Grade 4,+12142241727
766,S00766,craig hernandez,2015-02-16,Grade 2,+14915863406
767,S00767,jo graham,2015-02-23,Grade 1,+19676295441
768,S00768,kayla cannon,2016-05-30,Grade 4,+12629635072
769,S00769,james long,2006-10-06,Grade 2,+13968195107
770,S00770,gary bradford,2013-09-14,Grade 2,+16854020052
771,S00771,theresa fletcher,2015-02-18,Grade 4,+14869378962
772,S00772,ricardo petersen,2007-02-15,Grade 5,+13606403818
773,S00773,michael leach,2018-04-06,Grade 3,+17935746185
774,S00774,allison marsh,2010-03-04,Grade 5,+12958721362
775,S00775,ashley hobbs,2008-12-12,Grade 4,+18892207176
776,S00776,jessica williams,2015-05-24,Grade 5,+15999059841
777,S00777,shannon pratt,2008-11-07,Grade 2,+14204937371
778,S00778,nicholas gibson,2011-04-14,Grade 4,+12482901690
779,S00779,abigail espinoza,2018-01-19,Grade 5,+13816388581
780,S00780,christina williams,2008-08-23,Grade 5,n/a
